,Political Affiliation,tweet,Politician,Word Count,created_time,negative,neutral,positive,polarity
110,Republican,"During the first 100 days, House Democrats have embraced the so-called #GreenNewDeal. This reckless proposal would:
- Upend the entire U.S. economy
- Eliminate millions of jobs
- Cost up to $65,000 per family each year
- Put gov’t in charge of Americans’ daily lives",House of Republican,45,Apr 2019,0.063,0.937,0.0,-0.4019
111,Republican,"The fight to #EndInfanticide should not be a partisan issue, yet in the first 100 days of their majority Democrats refused to protect human life 32 times 

@SpeakerPelosi, it’s time to #LetUsVote and give life-saving medical care to babies who survive an abortion. #100DaysOfDems",House of Republican,44,Apr 2019,0.097,0.786,0.117,0.25
112,Republican,"The first #100DayOfDems has been filled with nothing more than meaningless resolutions and messaging votes. Democrats have failed to produce a budget, failed to secure our border and failed to condemn anti-Semitism in their own party. https://t.co/LOS9xAKEw5",House of Republican,37,Apr 2019,0.254,0.589,0.157,-0.6992
113,Republican,"If there’s one thing House Democrats are best known for during their first 100 days in the majority, it’s the $93 Trillion #GreenNewDeal boondoggle. #100DaysOfDems https://t.co/15Qqz23v0H",House of Republican,26,Apr 2019,0.0,0.856,0.144,0.6369
114,Republican,"In the first #100DaysOfDems, House Democrats have shown that they are not “for the people,” but are for radical and socialist policies that would enable the government to control more of individuals’ daily lives and negatively impact everyday Americans. https://t.co/kPonJiGxUw",House of Republican,40,Apr 2019,0.0,1.0,0.0,0.0
115,Republican,"The Democrat’s out-of-touch $100+ Trillion socialist agenda has been on display in the first #100DaysofDems, and it just keeps adding up:
 
Medicare for All
+ “Green New Deal”
+ “Free” Tuition
+ Minimum Wage Hike
+ Universal Basic Income
= $100,000,000,000,000+",House of Republican,41,Apr 2019,0.0,1.0,0.0,0.0
116,Republican,".@GOPLeader is right: “You can sum up the first 100 days in 3 words: radicalism, resistance and resolutions.” #100DaysOfDems",House of Republican,19,Apr 2019,0.0,1.0,0.0,0.0
117,Republican,"Following Bernie Sanders, House Democrats are pushing #SinglePayer healthcare, which would abolish private insurance, cost $32 Trillion, and give gov’t control over decisions that should be made between patients and doctors. #100DaysOfDems",House of Republican,32,Apr 2019,0.0,1.0,0.0,0.0
118,Republican,"Today marks the 100th day of the Democrat majority in the House, and one thing is clear: the American people deserve better than their socialist agenda. #100DaysOfDems https://t.co/SlVJZSel9V",House of Republican,28,Apr 2019,0.0,0.825,0.175,0.6705
119,Republican,"Our immigration system is at its “breaking point,” and House D’s have spent their first 100 days in the majority ignoring a crisis. When will they take action? #100DaysOfDems https://t.co/skfTlWppH8",House of Republican,30,Apr 2019,0.201,0.799,0.0,-0.7783
120,Republican,House D's have been so divided by the fringe radicals in their party during their first #100DaysOfDems that they aren’t even willing to draft or propose a budget. They aren’t serious about governing or helping the American people. This is one of their most basic responsibilities. https://t.co/S9HU5p0ygA,House of Republican,47,Apr 2019,0.026,0.874,0.1,0.5574
121,Republican,"Here’s what House Democrats have done with their first 100 days in the majority: 
- Embraced socialism
- Defended infanticide
- Enabled anti-Semitism
- Pushed a radical open border agenda
#100DaysOfDems https://t.co/lsJGt3Kiu1",House of Republican,32,Apr 2019,0.0,1.0,0.0,0.0
122,Republican,Happy #NationalPetDay from our office pet to yours! https://t.co/5Yh2jZLMOh,House of Republican,9,Apr 2019,0.0,0.667,0.333,0.6114
123,Republican,"Democrats have spent their majority pushing open-border policies and calling to abolish @ICEgov, while ignoring the ongoing crisis at our southern border. It’s time to stop jeopardizing the safety and security of American citizens. #100DaysofDems https://t.co/skfTlWH15I",House of Republican,36,Apr 2019,0.199,0.686,0.115,-0.5859
124,Republican,"Democrats’ partisan plan for a government takeover of the internet would:
- Stifle innovation
- Limit access for rural Americans
- Tax the internet
- Undermine your privacy https://t.co/hrKd0v8qAu",House of Republican,29,Apr 2019,0.082,0.821,0.097,0.1027
125,Republican,"“This month House Democrats announced that they have no intention of upholding that essential obligation... A failure to budget is simply a failure to govern.”
 
Read more from @repkevinhern on the Democrats refusing to draft a budget resolution: https://t.co/iODfz6RQSP",House of Republican,39,Apr 2019,0.264,0.736,0.0,-0.8885
126,Republican,"In their first 100 days in the majority, House Democrats have repeatedly shown that they are not “for the people,” but instead are for far-left socialist policies that empower government not everyday Americans. #100DaysofDems https://t.co/76hVuglbWh",House of Republican,35,Apr 2019,0.0,1.0,0.0,0.0
127,Republican,Today is Gold Star Spouses Day. It’s a time to remember surviving military spouses and honor the legacy of their husbands and wives who gave their lives in service to our nation. Freedom is never free and we are eternally grateful to our military families. https://t.co/P7hnMGiaxH,House of Republican,46,Apr 2019,0.049,0.723,0.228,0.872
128,Republican,".@realdonaldtrump and Republicans in Congress have helped create a strong, healthy, and growing economy that continues to add jobs, increase earnings, and lower unemployment. 
https://t.co/DP59K2WOh7",House of Republican,25,Apr 2019,0.149,0.497,0.354,0.7184
129,Republican,"Strong words from @RepStefanik... 

Ending violence against women should not be a partisan issue. Unfortunately, House Democrats have made it one with their vote today. https://t.co/4GkWVVUGcS",House of Republican,26,Apr 2019,0.204,0.692,0.104,-0.4939
130,Republican,"Democrats are pushing for a government takeover of the Internet. 

@RepGregWalden penned an op-ed about why this partisan push is wrong, and called on them to come to the table &amp; negotiate a bipartisan deal that keeps the Internet free and open. https://t.co/oMHJxyMcMQ",House of Republican,43,Apr 2019,0.068,0.859,0.073,0.0516
131,Republican,"This week House Republicans signed a discharge petition to protect babies born-alive and ensure that they receive life-saving medical care. Fighting to #EndInfanticide should not be a partisan issue.

@SpeakerPelosi, it’s time to do what is right and #LetUsVote. https://t.co/I3KfrsGyEO",House of Republican,40,Apr 2019,0.056,0.757,0.187,0.7096
132,Republican,"You had one job, @HouseBudgetDems... https://t.co/ivV6Up4TXc",House of Republican,6,Apr 2019,0.0,1.0,0.0,0.0
133,Republican,The Democrats health care plan is a one-size-fits-all socialist scheme that would strip 158 million Americans from their insurance plans while offering no choice and no voice for patients. https://t.co/5gSRmzrTBv,House of Republican,30,Apr 2019,0.131,0.774,0.095,-0.0516
134,Republican,"Democrats are focused on a partisan stunt to distract from their single-payer health care scheme to eliminate all private insurance and kick more than 150 million Americans off of health care plans that they like. It’s time for real solutions, not meaningless resolutions. https://t.co/35VFPJoJsi",House of Republican,44,Apr 2019,0.041,0.669,0.29,0.9082
135,Republican,"Democrat @JanSchakowsky’s response to the GOP’s Born Alive discharge petition to force a vote on the House floor to #EndInfanticide: “Oh my god. They just will not quit.”

She’s right. House Rs will not quit fighting for the most vulnerable among us. https://t.co/Uqk1stuQc4",House of Republican,43,Apr 2019,0.047,0.808,0.145,0.5599
136,Republican,"This issue shouldn’t be partisan. All babies, including those that survive abortion, should be treated with the same degree of medical attention and care. We must stand up for our most vulnerable. Nancy Pelosi, it’s time to #LetUsVote. #EndInfanticide 👣 https://t.co/wT3UuCuu7B",House of Republican,41,Apr 2019,0.051,0.876,0.074,0.2516
137,Republican,Watch as House Republicans head to the floor to sign a discharge petition to demand a vote on the #BornAliveBill to #EndInfanticide ⬇️ https://t.co/p2tAAWwGb4,House of Republican,24,Apr 2019,0.067,0.933,0.0,-0.128
138,Republican,"“It’s amazing to me as a mom, as a member of this House of Representatives, that we even have to have this argument…” - @RepLizCheney on House Democrats refusing to #LetUsVote and #EndInfanticide. https://t.co/lBOyYChFsp",House of Republican,34,Apr 2019,0.076,0.817,0.107,0.2732
139,Republican,"Newborns who survive abortions deserve to be granted the same legal protections and life-saving medical care as any other baby. This shouldn’t even be a partisan issue, but House Dems have blocked our efforts time and time again. Why do they object? #EndInfanticide #LetUsVote https://t.co/BeSBuAoWYh",House of Republican,45,Apr 2019,0.056,0.842,0.102,0.0516
140,Republican,"25 times. 

House Democrats have blocked Republican efforts 25 times to pass the Born Alive Abortion Survivors Protection Act, a bill that would give life-saving medical care to babies who survive an abortion. It’s time for Nancy Pelosi to #LetUsVote and #EndInfanticide. https://t.co/v7XhJW9tnB",House of Republican,43,Apr 2019,0.045,0.832,0.124,0.5719
141,Republican,"Protecting newborn children from the abhorrent practice #infanticide shouldn’t be so difficult, but Dems have refused to protect human life 25 times. It’s time to #LetUsVote.

Watch LIVE as House Republicans speak out to protect infants born-alive ➡️ https://t.co/l4dCv8bWZe https://t.co/bDxJORpqpH",House of Republican,40,Apr 2019,0.152,0.71,0.138,0.0847
142,Republican,House Dems have blocked a bill that ensures medical care for every baby 25 times. Today @SteveScalise’s filing a discharge petition today on @RepAnnWagner’s #BornAliveBill to bypass Nancy Pelosi &amp; force a vote on the floor to #EndInfanticide. Watch now ➡️ https://t.co/l4dCv8bWZe,House of Republican,42,Apr 2019,0.05,0.875,0.076,0.2732
143,Republican,TUNE IN → House Republicans to file a discharge petition to bypass Nancy Pelosi in order to protect babies born-alive and #EndInfanticide 👣 #LetUsVote https://t.co/MJlimOvzeU,House of Republican,25,Apr 2019,0.0,0.89,0.11,0.3818
144,Republican,Today is #WorldAutismAwarenessDay – a day to promote understanding and acceptance for the millions of people with autism worldwide. 🧩 #LightItUpBlue https://t.co/NZ9gl7rNkZ,House of Republican,22,Apr 2019,0.0,0.752,0.248,0.6808
145,Republican,"House Democrats are so divided by the fringe far-left in their party that after just 3 months they have already decided not to draft or propose a budget. 

As Nancy Pelosi said, ""Show me your values, show me your budget."" https://t.co/3Oi4kCFqZ9",House of Republican,41,Apr 2019,0.0,0.873,0.127,0.6597
146,Republican,News outlets are reporting that House Democrats are so divided by the far-left radicals in their party that they aren't even willing to draft or propose a budget. This is just another example showing that they aren't serious about governing or helping the American people. https://t.co/o3HVjPqflG,House of Republican,46,Apr 2019,0.0,0.873,0.127,0.6276
147,Republican,".@AdamSchiff repeatedly claimed that there was ""significant evidence"" of collusion between the President and Russia. The job of the House Intel chairman is to uncover the facts, not fabricate them. Republicans on the committee agree that it's time he step down. https://t.co/2ocZ6EaoC3",House of Republican,42,Mar 2019,0.0,0.903,0.097,0.5106
148,Republican,Today marks 22 times that Democrats have blocked mandatory medical care for every baby born. It's time to #LetUsVote and #EndInfanticide. https://t.co/NR6agLJP3n,House of Republican,22,Mar 2019,0.082,0.742,0.176,0.34
149,Republican,"The issue of anti-Semitism should never be political. While House Republicans stand unapologetically alongside Israel, Democrats are clashing internally about undermining our strongest ally in the Middle East. https://t.co/bmJi2fkaz1",House of Republican,29,Mar 2019,0.077,0.833,0.09,0.1027
150,Republican,House Dems can't fulfill the basic responsibilities of governing. They are so divided and driven to the fringe by the radicals in their party that they won't even draft a budget. https://t.co/I4LcXJWNDk,House of Republican,32,Mar 2019,0.071,0.85,0.079,0.0757
